Row Id,LBNL ID,MURR ID,Alternate ID,Site,Latitude,Longitude,Context,Excavator,Source Person,Affiliation,Material,Ware,Fabric,Exterior Decoration,Form,Specific Form,Piece,Group,Era,Temper,Notes,Analytical Notes,Powder Present in Archives,Data Source,Run,Entry,Al,Ca,V,Dy,Mn,Na,K,Sr,As,U,Eu,Ba,Sm,La,Ti,Lu,Nd,Co,Sc,Fe,Ce,Yb,Cs,Ta,Sb,Cr,Th,Ni,Rb,Tb,Hf,Zn,Column #59,Column #60,Column #61,Column #62,Column #63,Column #64,Column #65,Column #66,Column #67,Column #68,Column #69,Column #70,Column #71,Column #72,Column #73,Column #74,Column #75,Column #76
1048,LPI-35,LPI0035,L423.5,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,P,75100,62400,133,6.02,1047,15620,16400,388,,2.32,1.384,717.0,5.784,34.29,5270,0.394,31.4,26.65,20.63,54000,75.2,2.78,7.9,1.013,0.9,295.6,13.07,229.0,66.0,0.759,5.25,114.0,,,,,,,,,,,,,,,,,,
1049,LPI-36,LPI0036,L423.6,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,Q,66500,70500,116,5.32,735,7840,20100,286,,2.33,1.269,970.0,5.346,32.3,4590,0.33,26.9,24.38,18.38,48600,67.8,2.57,5.2,0.898,1.0,257.0,11.91,204.0,100.0,0.777,4.32,117.0,,,,,,,,,,,,,,,,,,
1050,LPI-37,LPI0037,L423.7,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,R,65600,73100,107,4.87,806,8800,23000,368,4.7,2.29,1.26,794.0,5.182,32.5,4390,0.314,25.7,22.95,18.09,47500,67.2,2.55,8.2,0.86,0.9,197.4,11.67,188.0,121.0,0.71,4.43,120.0,,,,,,,,,,,,,,,,,,
1051,LPI-38,LPI0038,L423.8,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,S,69700,71800,111,5.28,872,8220,26300,269,19.9,2.25,1.338,768.0,5.597,34.41,4670,0.334,29.4,23.27,19.1,49200,72.8,2.64,6.3,0.941,0.8,220.6,12.52,188.0,102.0,0.792,4.92,129.0,,,,,,,,,,,,,,,,,,
1052,LPI-39,LPI0039,L423.9,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,T,63000,130500,114,4.78,734,15720,800,464,16.1,2.62,1.177,453.0,4.946,29.59,4160,0.304,25.8,26.32,18.39,46200,61.8,2.44,6.5,0.871,1.1,284.7,10.7,221.0,37.0,0.701,4.64,98.0,,,,,,,,,,,,,,,,,,
1053,LPI-40,LPI0040,L423.10,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,U,62800,50700,43,5.35,1975,6770,10200,433,,1.82,1.121,695.0,4.567,25.49,4400,0.285,20.2,33.06,19.82,53600,55.3,2.14,2.5,0.853,1.0,450.0,10.0,376.0,48.0,0.633,4.46,129.0,,,,,,,,,,,,,,,,,,
1054,LPI-41,LPI0041,L423.11,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,V,34500,76800,70,4.64,778,8460,26300,360,,2.11,1.108,527.0,4.677,28.43,4560,0.292,24.2,23.35,17.93,46700,58.8,2.32,6.6,1.029,0.9,242.5,10.63,217.0,116.0,0.657,4.24,252.0,,,,,,,,,,,,,,,,,,
1055,LPI-42,LPI0042,L423.12,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,W,61900,95300,105,4.72,847,7160,17800,360,,2.12,1.154,782.0,4.695,28.67,4030,0.291,23.6,26.26,17.42,46000,58.9,2.26,6.5,0.777,0.9,247.9,10.48,226.0,97.0,0.64,4.2,391.0,,,,,,,,,,,,,,,,,,
1056,LPI-43,LPI0043,L423.13,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,X,70800,80700,110,5.55,798,8550,29000,324,2.4,2.33,1.299,675.0,5.489,33.75,4270,0.34,30.5,22.67,18.4,47600,69.2,2.72,6.8,0.899,0.9,212.9,12.31,205.0,115.0,0.768,4.54,374.0,,,,,,,,,,,,,,,,,,
1057,LPI-44,LPI0044,L423.14,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,Y,66100,84200,78,5.23,802,7450,16800,108,3.6,2.24,1.25,787.0,4.963,29.33,4130,0.331,24.9,25.39,19.06,50100,62.4,2.52,5.5,0.849,0.9,260.9,11.25,204.0,91.0,0.683,3.93,114.0,,,,,,,,,,,,,,,,,,
1058,LPI-45,LPI0045,L423.15,Lapithos,35.336,33.174,Tomb 423,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,,,,,,"White Painted II, Group 10, 950-850 BC",950-850 B.C.,,,,Y,Direct transcription,276,Z,70100,101900,82,4.82,877,7570,19900,148,6.4,2.13,1.168,681.0,4.822,28.77,4000,0.322,26.3,29.03,18.19,46800,61.6,2.39,6.1,0.811,0.9,254.3,10.86,209.0,86.0,0.635,3.86,94.0,,,,,,,,,,,,,,,,,,
1059,LPI-46,LPI0046,LN1,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,E,52100,73400,93,3.54,527,5600,11600,212,25,1.66,0.81,501.0,3.442,19.81,4000,0.253,17.9,26.27,13.5,39500,49.5,1.88,3.3,0.854,0.8,365.8,8.69,368.0,87.0,0.488,4.28,78.0,,,,,,,,,,,,,,,,,,
1060,LPI-47,LPI0047,LN2,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,F,41000,130600,70,4.11,576,4500,9600,56,,1.52,0.933,358.0,3.802,24.21,3840,0.259,19.9,22.65,12.76,35000,46.6,1.92,2.9,0.711,0.4,577.0,8.13,281.0,62.0,0.489,3.68,78.0,,,,,,,,,,,,,,,,,,
1061,LPI-48,LPI0048,LN3,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,G,52500,91800,96,4.42,915,6450,16200,313,,1.5,0.937,498.0,4.062,23.68,3600,0.293,20.7,28.67,13.97,39600,55.7,2.18,3.6,0.779,0.3,412.0,8.75,405.0,102.0,0.535,4.66,81.0,,,,,,,,,,,,,,,,,,
1062,LPI-49,LPI0049,LN4,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,H,44400,118800,79,3.94,609,4090,10700,216,1.3,2.52,0.946,312.0,3.931,21.81,3430,0.266,20.7,24.3,14.11,37500,49.2,2.05,2.7,0.781,0.4,500.6,7.45,361.0,60.0,0.519,3.65,77.0,,,,,,,,,,,,,,,,,,
1063,LPI-50,LPI0050,LN5,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,J,55800,69100,93,3.69,528,5790,11300,144,,1.62,0.833,518.0,3.437,18.05,4080,0.273,16.7,26.45,14.06,40700,46.7,2.02,3.6,0.858,0.3,391.1,8.15,385.0,85.0,0.461,5.12,83.0,,,,,,,,,,,,,,,,,,
1064,LPI-51,LPI0051,LN6,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,K,48400,86900,102,4.2,515,5760,10500,104,15.7,1.8,0.907,454.0,3.901,23.29,3670,0.346,21.3,23.39,12.48,36300,50.2,2.5,3.4,0.774,0.4,369.2,8.15,306.0,68.0,0.542,4.51,83.0,,,,,,,,,,,,,,,,,,
1065,LPI-52,LPI0052,LN7,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,M,44000,120600,119,3.49,535,5170,8000,209,3.6,1.51,0.877,429.0,3.514,21.16,3600,0.254,18.1,22.56,11.65,33300,42.4,1.91,2.9,0.693,0.3,322.5,6.79,260.0,67.0,0.501,3.7,72.0,,,,,,,,,,,,,,,,,,
1066,LPI-53,LPI0053,LN8,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,N,52700,79700,114,3.59,505,5770,13200,204,,1.69,0.859,507.0,3.846,21.61,3820,0.277,17.7,23.87,12.79,38500,50.6,2.08,3.8,0.799,0.6,334.4,8.32,301.0,79.0,0.443,4.54,76.0,,,,,,,,,,,,,,,,,,
1067,LPI-54,LPI0054,LN9,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,O,55200,69100,132,3.99,546,6050,13700,135,16,1.6,0.811,500.0,3.566,19.82,3910,0.271,18.8,27.58,14.01,42600,50.2,2.01,3.7,0.827,1.8,396.4,8.84,362.0,78.0,0.51,4.97,85.0,,,,,,,,,,,,,,,,,,
1068,LPI-55,LPI0055,LN10,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,P,36600,173400,91,3.45,305,3340,8300,203,18.3,1.11,0.819,303.0,3.318,19.11,2980,0.225,18.2,15.19,11.37,29000,38.0,1.77,2.5,0.591,0.4,366.3,5.51,308.0,50.0,0.457,2.78,60.0,,,,,,,,,,,,,,,,,,
1069,LPI-56,LPI0056,LN11,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,Q,49200,76600,99,3.44,503,5880,12900,181,1.6,1.69,0.868,491.0,3.503,19.36,3870,0.247,18.8,24.69,12.73,37200,48.1,1.92,3.5,0.766,0.7,320.7,7.82,321.0,81.0,0.488,4.51,71.0,,,,,,,,,,,,,,,,,,
1070,LPI-57,LPI0057,LN12,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Brown,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",Heavily tempered,,,Y,Direct transcription,293,R,28900,171600,55,2.13,448,2500,6200,292,5.9,1.62,0.545,174.0,2.054,11.85,2240,0.145,10.8,14.8,9.03,23200,27.3,1.01,2.7,0.384,0.5,149.1,5.03,240.0,38.0,0.295,1.95,47.0,,,,,,,,,,,,,,,,,,
1071,LPI-58,LPI0058,LN13,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,S,52800,77300,99,3.74,526,5880,11600,404,13.2,1.65,0.822,499.0,3.513,19.38,3920,0.266,18.3,26.32,13.48,40400,46.1,2.01,3.6,0.831,0.7,366.9,8.06,344.0,80.0,0.477,5.09,76.0,,,,,,,,,,,,,,,,,,
1072,LPI-59,LPI0059,LN14,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,T,52000,79300,121,3.86,534,6090,11200,244,,1.62,0.868,484.0,3.513,19.52,3690,0.285,18.2,24.7,12.92,38100,46.7,2.16,3.4,0.837,0.4,350.1,8.03,332.0,75.0,0.485,4.68,81.0,,,,,,,,,,,,,,,,,,
1073,LPI-60,LPI0060,LN15,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,U,56800,75500,106,3.9,553,6630,14700,102,12.9,1.65,0.816,502.0,3.528,20.25,3780,0.275,19.4,28.23,13.75,41700,48.9,1.96,3.6,0.855,0.4,397.2,8.18,322.0,86.0,0.539,4.91,84.0,,,,,,,,,,,,,,,,,,
1074,LPI-61,LPI0061,LN16,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,V,51500,83200,101,3.61,570,6340,16600,409,,1.62,0.9,472.0,3.809,21.02,3750,0.25,19.4,25.17,13.2,38300,50.0,1.98,3.5,0.854,0.3,358.7,8.0,339.0,73.0,0.505,5.31,72.0,,,,,,,,,,,,,,,,,,
1075,LPI-62,LPI0062,LN17,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Medium grit heavily tempered drab fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,W,45700,139200,98,3.11,470,6060,10100,323,19.9,1.26,0.792,536.0,2.87,16.74,2970,0.203,14.6,17.64,12.72,31300,35.3,1.52,3.3,0.529,1.0,408.4,6.98,278.0,57.0,0.34,2.27,26.0,,,,,,,,,,,,,,,,,,
1076,LPI-63,LPI0063,LN18,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Medium grit black and brown fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,X,55000,67100,115,3.87,561,6110,11200,245,17.6,1.65,0.873,481.0,3.643,19.47,4180,0.332,18.1,26.64,14.33,40800,49.5,2.28,3.6,0.867,3.3,455.4,8.21,334.0,78.0,0.517,5.27,60.0,,,,,,,,,,,,,,,,,,
1077,LPI-64,LPI0064,LN19,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Fine to coarse grit brown and black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,Y,53400,79900,128,3.57,538,5730,10200,207,10.1,1.58,0.832,486.0,3.41,18.32,3740,0.261,18.1,27.65,13.85,43400,46.8,1.92,3.6,0.797,0.4,365.0,8.06,368.0,78.0,0.486,4.7,50.0,,,,,,,,,,,,,,,,,,
1078,LPI-65,LPI0065,LN20,Lapithos,35.336,33.174,Neolithic Settlement,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Neolithic Red Polished,Medium to coarse grit black fabric,,,,,"Neolithic Red Polished, Group 29, 2500-2100 BC","Neolithic, 2500-2100 B.C.",,,,Y,Direct transcription,293,Z,41100,142500,85,3.79,494,3360,7800,120,,1.22,0.905,417.0,3.751,20.11,2960,0.262,19.0,20.19,12.65,32800,45.0,1.94,2.4,0.735,0.8,427.3,6.8,382.0,64.0,0.529,3.68,27.0,,,,,,,,,,,,,,,,,,
1079,LPI-66,LPI0066,L417.61,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,E,80100,76900,142,6.47,954,10070,21900,490,38.5,2.43,1.576,641.0,6.448,39.19,4950,0.418,33.2,28.8,21.67,56800,76.2,3.24,6.7,0.993,0.9,285.4,13.17,210.0,94.0,0.861,4.8,116.0,,,,,,,,,,,,,,,,,,
1080,LPI-67,LPI0067,L417.63,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit soft yellow drab fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,F,51300,97900,117,4.0,830,4970,14100,450,1.2,1.37,0.91,1031.0,3.65,21.8,4000,0.258,18.8,39.82,19.34,52200,42.2,1.88,3.2,0.671,0.7,626.2,8.02,496.0,56.0,0.483,2.8,74.0,,,,,,,,,,,,,,,,,,
1081,LPI-68,LPI0068,L417.67,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,G,78600,64900,179,6.11,979,9610,24700,490,1.1,2.43,1.481,680.0,6.222,36.58,5060,0.407,33.5,29.8,21.51,56100,75.2,3.18,7.0,0.98,0.8,300.3,13.18,240.0,114.0,0.891,4.87,107.0,,,,,,,,,,,,,,,,,,
1082,LPI-69,LPI0069,L417.68,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit drab fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,H,63500,113000,152,4.43,886,9310,17200,146,27,2.24,1.097,458.0,4.188,27.21,4060,0.294,21.6,31.12,18.71,50100,54.2,2.28,6.8,0.743,1.6,417.0,10.13,270.0,97.0,0.577,3.95,96.0,,,,,,,,,,,,,,,,,,
1083,LPI-70,LPI0070,L417.69,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Medium grit light brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,J,44200,98000,127,4.05,788,5990,15100,299,2.9,1.66,0.931,467.0,3.89,22.12,3380,0.253,19.9,27.74,15.61,44600,46.5,2.05,4.4,0.651,0.5,385.2,8.09,320.0,62.0,0.527,3.08,74.0,,,,,,,,,,,,,,,,,,
1084,LPI-71,LPI0071,L417.70,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit beige fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,K,68200,93400,118,5.31,743,13420,16000,642,19.2,2.93,1.142,534.0,5.375,32.6,4550,0.357,27.6,25.93,19.04,50300,66.9,2.61,6.9,0.917,0.9,267.9,11.4,228.0,104.0,0.724,4.99,66.0,,,,,,,,,,,,,,,,,,
1085,LPI-72,LPI0072,L417.71,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine soft brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,M,83300,13500,147,4.28,577,7670,17100,,,2.66,0.919,975.0,4.006,24.21,5180,0.317,19.9,24.74,18.44,58200,48.9,2.19,7.9,1.085,1.3,321.7,12.36,273.0,94.0,0.445,5.64,75.0,,,,,,,,,,,,,,,,,,
1086,LPI-73,LPI0073,L417.72,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine soft brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,N,81300,19600,177,4.69,605,8240,20200,375,18.7,2.54,1.007,1056.0,4.443,26.82,5370,0.347,22.6,27.39,18.31,60800,54.7,2.65,7.6,1.129,1.1,338.6,12.42,286.0,112.0,0.608,5.75,85.0,,,,,,,,,,,,,,,,,,
1087,LPI-74,LPI0074,L417.73,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,O,62800,81400,118,3.97,745,9130,24400,477,53.3,2.42,0.944,798.0,3.673,23.74,4030,0.254,18.4,23.28,18.28,45400,46.5,1.82,5.8,0.713,1.0,411.4,9.13,281.0,94.0,0.525,3.19,69.0,,,,,,,,,,,,,,,,,,
1088,LPI-75,LPI0075,L417.74,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit beige fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,P,53100,106500,128,4.48,853,5730,14000,458,0.6,1.55,1.025,620.0,4.194,24.03,3560,0.287,22.1,29.41,16.64,47600,49.1,2.08,3.0,0.697,0.7,429.1,8.38,325.0,58.0,0.579,3.75,80.0,,,,,,,,,,,,,,,,,,
1089,LPI-76,LPI0076,L417.75,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit buff fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,Q,41900,153600,109,3.98,700,9230,10400,509,47.4,1.57,0.979,893.0,3.221,16.18,3610,0.244,13.0,17.64,14.51,34300,31.6,1.77,2.0,0.486,0.6,277.9,4.35,150.0,47.0,0.514,2.47,30.0,,,,,,,,,,,,,,,,,,
1090,LPI-77,LPI0077,L417.76,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,R,70400,58200,151,4.18,646,7190,24300,338,,2.15,0.964,824.0,4.054,23.74,4580,0.296,24.9,24.4,16.32,48500,49.5,2.0,5.9,0.827,0.7,249.2,9.57,263.0,118.0,0.547,4.27,116.0,,,,,,,,,,,,,,,,,,
1091,LPI-78,LPI0078,L417.78,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Fine grit brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,S,63900,93700,81,4.75,704,6770,17600,344,66.7,2.2,1.239,1165.0,4.956,29.98,3930,0.317,26.9,23.92,16.47,46400,60.2,2.37,5.5,0.783,0.8,226.9,10.74,203.0,86.0,0.655,4.28,277.0,,,,,,,,,,,,,,,,,,
1092,LPI-79,LPI0079,L417.79,Lapithos,35.336,33.174,Tomb 417,,"Gjerstad, E.","Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Plain White I,Medium grit brown fabric,,,,,"Plain White I, Group 8, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,294,T,57800,32900,193,5.0,418,9270,17200,421,59.1,2.1,1.236,1341.0,4.558,26.06,3710,0.321,21.0,21.97,23.19,58300,46.9,2.47,3.7,0.676,0.7,800.4,7.42,244.0,69.0,0.616,2.81,126.0,,,,,,,,,,,,,,,,,,
